Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
3,Webboard,http://www.freethailand.com/webboard/show.php?Category=7273&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-09,2024-08-22,false,false
3,Webboard,http://www.freethailand.com/webboard/show.php?Category=9444&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-08,2024-08-28,false,false
3,Webboard,http://www.freethailand.com/webboard/show.php?Category=9864&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-05,2024-08-26,false,false
3,2024/04/20 Part 67 - Get high-quality backlinks for free - 2024-04 -,https://muabannhadat.tv/domainsearch/new-domain/2024-04-20-67.html,https://makemyyard.com/,makemyyard.com,1029,1030,true,false,false,false,false,false,true,false,2024-04-24,2024-08-08,false,false
3,Vitajte v Osturni - Kniha návštev,https://obec-osturna.sk/?kniha_navstev&next=6540,http://www.makemyyard.com/womens-nike-shox-current-white-red-merry_en,womens nike shox current white red,21,27,false,false,false,true,false,false,false,false,2024-01-28,2024-03-27,false,true
3,2024/04/21 Part 110 - High quality Backlink service - 2024-04 - Find,https://rao5s.vn/vcardfree/business-domain/2024-04-21-110.html,https://makemyyard.com/,makemyyard.com,1030,1031,true,false,false,false,false,false,true,false,2024-04-25,2024-08-17,false,false
3,COSCO 2 Steps Ladder Magic Fold Series - Steve & Leif,https://stevenleif.com/product/cosco-2-steps-ladder-magic-fold-series/,https://www.makemyyard.com/,หนังดราม่า,2870,183,true,false,false,true,false,false,false,false,2024-01-11,2024-09-01,false,false
3,"April 21, 2024 - Page 13 | XploreDomains",https://www.xploredomains.com/2024-04-21?page=13,https://makemyyard.com/,makemyyard.com,1002,30,true,false,false,true,false,false,false,false,2024-08-04,2024-09-02,true,false
2,Kasuto.net :: Post Your Own Fan Works,http://kasuto.net/efiction/reviews.php?item=2786&offset=30&type=ST,http://www.makemyyard.com/,makemyyard,1273,77,false,false,false,true,false,false,false,false,2024-02-13,2024-08-27,false,false
2,Why You Should Spend More Time Thinking About หนังออนไลน์ 2018 เต็มเรื่องพากย์ไทย | Bearsfanteamshop,http://lanekhfw694.bearsfanteamshop.com/why-you-should-spend-more-time-thinking-about-hn-ngx-xnlin-2018-te-m-rex-ng-phak-y-thiy,https://makemyyard.com/,หนังออนไลน์ ชนโรง,2,3,false,false,false,true,false,false,false,false,2023-05-23,2024-04-14,false,true
2,Kasuto.net :: Post Your Own Fan Works,http://ns1.kasuto.net/efiction/reviews.php?item=2786&offset=30&type=ST,http://www.makemyyard.com/,makemyyard,1273,77,false,false,false,true,false,false,false,false,2024-04-15,2024-09-03,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=10210&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-04,2024-05-03,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=11198&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-11,2024-08-05,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=1157&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-10,2024-08-06,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=11603&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-11-25,2024-08-07,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=11610&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-11-15,2024-08-05,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=11694&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-01,2024-08-05,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=12495&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-15,2024-08-08,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=14273&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-09,2024-08-05,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=2428&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-14,2024-08-13,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=3680&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-10,2024-08-07,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=4526&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-18,2024-08-13,false,false
2,Webboard,http://www.freethailand.com/webboard/show.php?Category=9502&No=30525,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,2537,752,false,false,false,true,false,false,false,false,2023-08-20,2024-08-05,false,false
2,Vitajte v Osturni - Kniha návštev,http://www.obec-osturna.sk/?kniha_navstev&next=5988,http://www.makemyyard.com/womens-nike-shox-current-white-red-merry_en,womens nike shox current white red,20,22,false,false,false,true,false,false,false,false,2024-08-24,2024-08-24,true,false
2,Vitajte v Osturni - Kniha návštev,http://www.obec-osturna.sk/?kniha_navstev&next=6024,http://www.makemyyard.com/womens-nike-shox-current-white-red-merry_en,womens nike shox current white red,20,22,false,false,false,true,false,false,false,false,2024-08-30,2024-08-30,true,false
2,Vitajte v Osturni - Kniha návštev,http://www.obec-osturna.sk/?kniha_navstev&next=6312,http://www.makemyyard.com/womens-nike-shox-current-white-red-merry_en,womens nike shox current white red,21,33,false,false,false,true,false,false,false,false,2023-12-14,2024-03-01,false,true
2,Vitajte v Osturni - Kniha návštev,http://www.obec-osturna.sk/?kniha_navstev&next=6390,http://www.makemyyard.com/,makemyyard,27,22,false,false,false,true,false,false,false,false,2024-09-02,2024-09-02,true,false
2,Vitajte v Osturni - Kniha návštev,https://www.obec-osturna.sk/?kniha_navstev&next=7590,http://www.makemyyard.com/womens-nike-shox-current-white-red-merry_en,womens nike shox current white red,21,22,false,false,false,true,false,false,false,false,2024-08-28,2024-08-28,true,false
1,"makemyyard.com--makemyyard.com网站Alexa排名查询,Alexa排名信息,alexa查询,alexa排名查询,alexa网站排名查询,全球alexa排名查询,alexa世界排名查询,alexa排名,alexa工具条",http://78901.net/alexa/index.asp?url=makemyyard.com,http://makemyyard.com/,,6,1,false,false,false,true,false,false,false,false,2024-08-05,2024-08-05,true,false
1,Kasuto.net :: Post Your Own Fan Works,http://ns2.kasuto.net/efiction/reviews.php?item=2786&offset=30&type=ST,http://www.makemyyard.com/,makemyyard,1273,77,false,false,false,true,false,false,false,false,2024-03-05,2024-04-24,false,false
1,COSCO 2 Steps Ladder Magic Fold Series - Steve & Leif,http://stevenleif.com/product/cosco-2-steps-ladder-magic-fold-series/,https://www.makemyyard.com/,หนังดราม่า,2846,183,true,false,false,true,false,false,false,false,2024-02-01,2024-06-18,false,false
1,Kasuto.net :: Post Your Own Fan Works,http://www.kasuto.net/efiction/reviews.php?item=2786&offset=30&type=ST,http://www.makemyyard.com/,makemyyard,1273,77,false,false,false,true,false,false,false,false,2024-01-15,2024-07-22,false,false
1,Vitajte v Osturni - Kniha návštev,http://www.obec-osturna.sk/?kniha_navstev&next=6072,http://www.makemyyard.com/,makemyyard,27,22,false,false,false,true,false,false,false,false,2024-07-05,2024-07-22,false,true
1,Vitajte v Osturni - Kniha návštev,http://www.obec-osturna.sk/?kniha_navstev&next=6084,http://www.makemyyard.com/,makemyyard,27,22,false,false,false,true,false,false,false,false,2024-07-09,2024-07-24,false,true
1,Vitajte v Osturni - Kniha návštev,http://www.obec-osturna.sk/?kniha_navstev&next=6192,http://www.makemyyard.com/,makemyyard,21,22,false,false,false,true,false,false,false,false,2024-07-27,2024-07-27,false,false
1,Vitajte v Osturni - Kniha návštev,http://www.obec-osturna.sk/?kniha_navstev&next=6204,http://www.makemyyard.com/,makemyyard,24,22,false,false,false,true,false,false,false,false,2024-07-30,2024-07-30,false,false
1,Vitajte v Osturni - Kniha návštev,https://www.obec-osturna.sk/?kniha_navstev&next=6114,http://www.makemyyard.com/,makemyyard,27,22,false,false,false,true,false,false,false,false,2024-07-14,2024-07-14,false,false
0,Dot COM - Get High Quality Backlinks 2024/04/20/67,http://bitcoinmix.biz/domain/list-com.php?part=2024%2F04%2F20%2F67,https://makemyyard.com/,makemyyard.com,1003,1256,true,false,false,false,false,false,true,false,2024-06-28,2024-07-23,false,false
0,第一次在 bolg 發表文章 | Celia's Diary | 346,http://blog.markplace.net/celias_diary/5/2005/07/08/40/page/346,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,nike air force 1 flyknit high grey,64,42,false,false,false,true,false,false,false,false,2023-08-19,2024-08-23,false,false
0,第一次在 bolg 發表文章 | Celia's Diary | 349,http://blog.markplace.net/celias_diary/5/2005/07/08/40/page/349,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,nike air force 1 flyknit high grey,64,42,false,false,false,true,false,false,false,false,2023-08-16,2024-08-18,false,false
0,第一次在 bolg 發表文章 | Celia's Diary | 417,http://blog.markplace.net/celias_diary/5/2005/07/08/40/page/417,http://www.makemyyard.com/nike-air-force-1-flyknit-high-grey-merry_en,nike air force 1 flyknit high grey,65,42,false,false,false,true,false,false,false,false,2023-08-20,2024-08-29,false,false
0,第一次在 bolg 發表文章 | Celia's Diary | 422,http://blog.markplace.net/celias_diary/5/2005/07/08/40/page/422,http://www.makemyyard.com/,makemyyard,65,42,false,false,false,true,false,false,false,false,2024-02-25,2024-08-26,false,false
0,第一次在 bolg 發表文章 | Celia's Diary | 656,http://blog.markplace.net/celias_diary/5/2005/07/08/40/page/656,http://www.makemyyard.com/,makemyyard,63,42,false,false,false,true,false,false,false,false,2024-02-09,2024-08-21,false,false
0,第一次在 bolg 發表文章 | Celia's Diary | 748,http://blog.markplace.net/celias_diary/5/2005/07/08/40/page/748,http://www.makemyyard.com/,makemyyard,64,42,false,false,false,true,false,false,false,false,2023-12-11,2024-08-29,false,false
0,Your Worst Nightmare About ดูหนังออนไลน์ Come to Life | Image Perth,http://chancemhhm491.image-perth.org/your-worst-nightmare-about-d-hn-ngx-xnlin-come-to-life,https://makemyyard.com/,หนังออนไลน์ 2019 เต็ม,2,3,false,false,false,true,false,false,false,false,2024-02-01,2024-03-26,false,false
0,11 Ways to Completely Revamp Your หนังออนไลน์ เพื่อนที่ระลึก | Time For Change Counselling,http://codyfckc951.timeforchangecounselling.com/11-ways-to-completely-revamp-your-hn-ngx-xnlin-phe-x-nth-ralk,https://makemyyard.com/,หนังออนไลน์ 2018 เต็มเรื่องพากย์ไทย,2,3,false,false,false,true,false,false,false,false,2023-11-27,2024-03-12,false,false
0,10 Quick Tips About ดูหนังออนไลน์ 2020 | Fotosdefrases,http://dominickppfb076.fotosdefrases.com/10-quick-tips-about-d-hn-ngx-xnlin-2020,https://makemyyard.com/,หนังออนไลน์ ภาคไทย,2,3,false,false,false,true,false,false,false,false,2023-10-29,2024-04-05,false,false
0,The Most Common Mistakes People Make With ดูหนังออนไลน์ hd พากย์ไทย เต็มเรื่อง มาสเตอร์ ดูหนังhd 2018 | Trexgame,http://edwineuus743.trexgame.net/the-most-common-mistakes-people-make-with-d-hn-ngx-xnlin-hd-phak-y-thiy-te-m-rex-ng-mas-te-xr-d-hnnghd-2018,https://makemyyard.com/,หนังออนไลน์ netflix,2,3,false,false,false,true,false,false,false,false,2023-11-29,2024-03-13,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&page=1&site=profile&type=ASC,http://www.makemyyard.com/kd-8-qs-shoessale_en,kd 8 qs,2916,11,false,false,false,true,false,false,false,false,2024-03-23,2024-05-05,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&page=1&site=profile&type=ASC,http://www.makemyyard.com/air-max-1-3.26-shoessale_en,air max 1 3.26,2916,11,false,false,false,true,false,false,false,false,2024-03-23,2024-05-05,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&page=1&site=profile&type=ASC,http://www.makemyyard.com/kd-8-all-star-shoessale_en,kd 8 all star,2916,11,false,false,false,true,false,false,false,false,2024-03-23,2024-05-05,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&page=1&site=profile&type=ASC,http://www.makemyyard.com/nike-free-tr-1-shoessale_en,nike free tr 1,2916,11,false,false,false,true,false,false,false,false,2024-03-23,2024-05-05,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&page=1&site=profile&type=ASC,http://www.makemyyard.com/air-jordan-9-new-shoessale_en,air jordan 9 new,2916,11,false,false,false,true,false,false,false,false,2024-03-23,2024-05-05,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&site=profile,http://www.makemyyard.com/kd-8-qs-shoessale_en,kd 8 qs,2916,11,false,false,false,true,false,false,false,false,2023-12-10,2024-05-20,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&site=profile,http://www.makemyyard.com/air-max-1-3.26-shoessale_en,air max 1 3.26,2916,11,false,false,false,true,false,false,false,false,2024-03-07,2024-05-20,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&site=profile,http://www.makemyyard.com/kd-8-all-star-shoessale_en,kd 8 all star,2916,11,false,false,false,true,false,false,false,false,2024-03-07,2024-05-20,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&site=profile,http://www.makemyyard.com/nike-free-tr-1-shoessale_en,nike free tr 1,2916,11,false,false,false,true,false,false,false,false,2024-03-07,2024-05-20,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1284&site=profile,http://www.makemyyard.com/air-jordan-9-new-shoessale_en,air jordan 9 new,2916,11,false,false,false,true,false,false,false,false,2023-11-24,2024-05-20,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1682&page=2&site=profile&type=DESC,http://www.makemyyard.com/coach-bag-vintage-ebay-coachfactory_en,coach bag vintage ebay,3727,13,false,false,false,true,false,false,false,false,2024-02-27,2024-05-10,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1682&page=2&site=profile&type=DESC,http://www.makemyyard.com/coach-shoulder-bag-usa-coachfactory_en,coach shoulder bag usa,3727,13,false,false,false,true,false,false,false,false,2024-02-27,2024-05-10,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1682&page=2&site=profile&type=DESC,http://www.makemyyard.com/coach-tote-bags-us-llc-coachfactory_en,coach tote bags us llc,3727,13,false,false,false,true,false,false,false,false,2024-02-27,2024-05-10,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1682&page=2&site=profile&type=DESC,http://www.makemyyard.com/coach-tote-bags-usa-coachfactory_en,coach tote bags usa,3727,13,false,false,false,true,false,false,false,false,2024-02-27,2024-05-10,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=1682&page=2&site=profile&type=DESC,http://www.makemyyard.com/coach-purses-madison-wi-coachfactory_en,coach purses madison wi,3727,13,false,false,false,true,false,false,false,false,2024-02-27,2024-05-10,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2138&site=profile,http://www.makemyyard.com/2014-world-cup-chile-blank-%252%3Cimg%20src=,,3809,12,false,false,false,true,false,false,false,false,2024-03-28,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2138&site=profile,http://www.makemyyard.com/san-francisco-49ers-snapbacks-yd053-nfloutlet_en,san francisco 49ers snapbacks yd053,3809,12,false,false,false,true,false,false,false,false,2024-03-28,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2138&site=profile,http://www.makemyyard.com/chicago-cubs-24-byrd-gray-jersey-nfloutlet_en,chicago cubs 24 byrd gray jersey,3809,12,false,false,false,true,false,false,false,false,2024-03-28,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2138&site=profile,http://www.makemyyard.com/seattle-seahawks-snapbacks-yd040-nfloutlet_en,seattle seahawks snapbacks yd040,3809,12,false,false,false,true,false,false,false,false,2023-10-12,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2138&site=profile,http://www.makemyyard.com/kansas-city-chiefs-snapbacks-yd022-nfloutlet_en,kansas city chiefs snapbacks yd022,3809,12,false,false,false,true,false,false,false,false,2023-11-14,2024-03-28,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2397&page=1&site=profile&type=ASC,http://www.makemyyard.com/coach-bag-red-color-coachonline_en,coach bag red color,2426,11,false,false,false,true,false,false,false,false,2024-02-27,2024-03-22,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2397&page=1&site=profile&type=ASC,http://www.makemyyard.com/coach-scout-hobo-bag-coachonline_en,coach scout hobo bag,2426,11,false,false,false,true,false,false,false,false,2024-02-27,2024-03-22,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2397&page=1&site=profile&type=ASC,http://www.makemyyard.com/coach-tote-bags-2016-coachonline_en,coach tote bags 2016,2426,11,false,false,false,true,false,false,false,false,2024-02-27,2024-03-22,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2397&page=1&site=profile&type=ASC,http://www.makemyyard.com/coach-womens-handbags-coachonline_en,coach womens handbags,2426,11,false,false,false,true,false,false,false,false,2024-02-27,2024-03-22,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2397&page=1&site=profile&type=ASC,http://www.makemyyard.com/coach-hobo-bag-black-coachonline_en,coach hobo bag black,2426,11,false,false,false,true,false,false,false,false,2024-02-27,2024-03-22,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2447&page=2&site=profile&type=DESC,http://www.makemyyard.com/cheap-ray-ban-plank-sunglassesfactory_en,cheap ray ban plank,2752,11,false,false,false,true,false,false,false,false,2023-10-11,2024-04-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2447&page=2&site=profile&type=DESC,http://www.makemyyard.com/ray-ban-rb8975-kg-sunglassesfactory_en,ray ban rb8975 kg,2752,11,false,false,false,true,false,false,false,false,2024-03-16,2024-04-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2447&page=2&site=profile&type=DESC,http://www.makemyyard.com/ray-ban-glass-test-sunglassesoutlet_en,ray ban glass test,2752,11,false,false,false,true,false,false,false,false,2024-03-16,2024-04-25,false,false
0,BROTHERHOOD,http://esport-dream-team.eu/index.php?action=guestbook&id=2447&page=2&site=profile&type=DESC,http://www.makemyyard.com/ray-ban-tech-sunglassesfactory_en,ray ban tech,2752,11,false,false,false,true,false,false,false,false,2024-03-16,2024-04-25,false,false
